customer_id,annual_income,credit_limit,distress_start,defaulted
CUST_11251CD8,1725658.11,466968.47,,0
CUST_42B9B502,1033467.62,252051.99,,0
CUST_EE092E2B,1763530.07,526890.19,,0
CUST_13DD2F1B,980750.54,308504.35,,0
CUST_B0E6020E,1173278.27,405605.97,,0
CUST_DA7C6CF3,1734874.37,675764.06,,0
CUST_CA33BD17,721648.89,239603.81,4.0,1
CUST_CCC86BD9,380165.22,157936.26,,0
CUST_D14D2A55,495815.04,99634.4,,0
CUST_C1F42CC4,459227.25,114778.65,,0
CUST_DC5D8A85,923715.67,225285.22,,0
CUST_2CCF586A,1024405.17,378957.89,,0
CUST_7ABEE754,1028912.98,385225.54,,0
CUST_883848E9,1311859.32,534786.96,,0
CUST_BD989E60,1183142.69,258951.03,,0
CUST_5834A494,1125941.8,369249.63,,0
CUST_8E55BD7A,929338.15,269926.69,,0
CUST_8AC66A87,967367.98,380240.97,8.0,1
CUST_72C79DDB,665998.76,147439.38,,0
CUST_AFED144E,1141962.99,462166.68,,0
CUST_5BEC8AAA,244063.96,51548.07,10.0,1
CUST_7AF48FAE,559454.51,210175.83,,0
CUST_B260B1E3,339332.86,92221.93,,0
CUST_C0B3356F,1221012.85,311895.3,,0
CUST_DA6B5544,1626090.88,582781.03,,0
CUST_BB79D012,473090.65,163695.45,9.0,1
CUST_A3198EFA,396864.47,69672.58,,0
CUST_17C0040B,1619853.66,443245.29,10.0,1
CUST_420ADD7B,909648.28,241681.09,,0
CUST_B64DD19E,513825.91,188514.97,7.0,1
CUST_4B78E6F0,1047030.72,408404.77,,0
CUST_3604EB03,1262174.21,512503.65,3.0,1
CUST_38F79DD5,790876.55,144632.86,,0
CUST_8264EFE1,681332.04,148190.19,,0
CUST_551385BE,1479610.53,483794.53,,0
CUST_A9FC204F,1447755.51,349347.88,8.0,1
CUST_52C4B812,1055680.96,298084.41,4.0,1
CUST_C97A7CEA,749186.16,248417.42,,0
CUST_D059551A,471840.63,136870.98,,0
CUST_9F5CA991,628691.7,226499.43,,0
CUST_255F32E6,1006843.15,372439.17,5.0,1
CUST_4CF235E1,1528771.96,389065.52,,0
CUST_2217857E,1385517.9,550850.7,,0
CUST_A7E5EFEF,1447545.86,588409.4,,0
CUST_6DB49C9E,1347105.56,489607.03,,0
CUST_4213F22C,742602.11,128301.59,,0
CUST_976CAD8B,665875.96,147168.8,,0
CUST_543EC966,1503856.38,329305.44,,0
CUST_19D8D22E,921362.36,312796.52,,0
CUST_108DDFA9,1678186.74,601875.46,,0
CUST_248FF792,1433108.41,500504.01,,0
CUST_8ADDD272,541847.43,224344.5,10.0,1
CUST_685711EE,1244465.43,317277.54,,0
CUST_B42A4D26,1546903.46,597796.94,5.0,1
CUST_6A9CFE86,404627.93,107769.46,,0
CUST_1E3E38DD,1487755.55,474384.08,,0
CUST_CBE8BABB,1752815.17,417584.95,9.0,1
CUST_149DF01B,369922.32,94402.84,10.0,1
CUST_7621A4FA,962019.75,271410.36,,0
CUST_17E88360,1407887.49,402717.08,,0
CUST_67B05C61,401059.94,163146.2,,0
CUST_A5F93848,1616951.56,585525.72,,0
CUST_6FBDABEA,1280196.99,455080.2,10.0,1
CUST_CB27F450,1342944.58,392512.6,,0
CUST_D88A1F49,1282642.88,318042.04,,0
CUST_C62F0E1A,819390.46,325739.48,,0
CUST_38240244,430058.06,112283.37,7.0,1
CUST_008E9BE6,384127.72,119251.91,,0
CUST_3CF21C9C,1144882.05,351661.0,,0
CUST_A82C6008,711828.35,127780.95,3.0,1
CUST_BF309D23,481305.64,171283.8,4.0,1
CUST_7D6AE44C,1349382.17,494808.17,,0
CUST_7E329053,344532.19,119079.62,,0
CUST_90159328,1701544.54,302955.11,,0
CUST_F5063674,540171.25,158111.02,,0
CUST_8479DE04,829599.33,316572.83,,0
CUST_F60A41B7,919885.53,287292.95,,0
CUST_A580F71C,761437.13,296633.55,,0
CUST_38CA7CB0,1709085.45,709367.35,,0
CUST_61F5165F,878981.84,269805.74,5.0,1
CUST_F4C78338,1792378.68,486307.66,,0
CUST_466836BD,466337.63,130164.1,6.0,1
CUST_38E1406F,430882.7,117373.46,,0
CUST_55A54C10,697887.14,279780.57,,0
CUST_49429CA6,1184445.03,401654.96,,0
CUST_C946D6FB,1640259.23,631025.5,,0
CUST_D4A26883,938194.21,372215.97,7.0,1
CUST_1B473512,978156.19,296986.3,,0
CUST_390A6990,823613.55,252414.52,,0
CUST_F19C1BBC,1647373.25,597492.29,,0
CUST_12D778B9,1761539.49,637238.61,10.0,1
CUST_2DA76C4E,1163780.41,261915.75,,0
CUST_7A291007,629024.28,247983.79,10.0,1
CUST_7D55EC32,1107247.96,405976.64,,0
CUST_00985071,1728892.24,414446.21,,0
CUST_CE43C9EF,1292827.18,373383.25,,0
CUST_BF0524AF,968041.46,367926.51,,0
CUST_1B327711,1082827.96,378274.79,,0
CUST_A9C0F88E,1431441.94,381310.63,,0
CUST_FA36E19B,1072196.17,189940.37,,0
CUST_2D9F8106,1576274.79,381007.7,,0
CUST_47539D76,1372503.96,548265.72,,0
CUST_70F38C92,475384.17,143668.99,,0
CUST_55EAE170,776364.64,258031.46,7.0,1
CUST_55E31CD2,1383609.65,313968.07,,0
CUST_11AAE797,1549607.42,359630.28,,0
CUST_BA68BD23,1769713.92,592218.72,6.0,1
CUST_FD83D182,942314.25,383024.35,,0
CUST_6A868DC0,777491.4,229813.31,,0
CUST_6EB2303E,1306542.12,345164.08,,0
CUST_5D559C18,1598938.58,599320.53,,0
CUST_ACCCB928,1607686.61,468415.15,,0
CUST_2E5EB778,1099092.27,445105.53,9.0,1
CUST_97D35041,1318642.94,251461.22,10.0,1
CUST_4D5DD124,1065984.62,187708.63,9.0,1
CUST_F31B96FD,1164277.7,467532.61,,0
CUST_474485B7,325483.17,56754.91,,0
CUST_5149B795,409983.52,155056.43,3.0,1
CUST_018BEE1B,1721686.34,442830.2,6.0,1
CUST_46108339,362798.55,66588.11,,0
CUST_A664C05A,972461.9,324866.01,4.0,1
CUST_419C2635,1612726.3,605402.22,9.0,1
CUST_13840106,1277654.6,258487.35,,0
CUST_C4449E4D,1698819.22,437429.59,6.0,1
CUST_1D86AE17,1245355.6,310397.92,,0
CUST_3C2214DD,1158276.86,400877.04,,0
CUST_5FE73B5C,1292056.5,324228.45,,0
CUST_39EC0CEF,1616226.9,360608.32,,0
CUST_E5186C9F,1405794.34,390469.43,,0
CUST_0236BFCF,1253223.89,397673.59,,0
CUST_8383B11F,1291060.46,390139.6,,0
CUST_9AB663F6,1760193.79,420139.66,,0
CUST_2742FC63,1327507.77,520099.73,,0
CUST_3C3744C0,366796.21,138520.48,6.0,1
CUST_61ED0AE5,1580893.41,380320.63,,0
CUST_91B0A4B9,1031017.7,179683.78,,0
CUST_94F9F1ED,516588.97,103505.24,3.0,1
CUST_BE904D02,987538.32,190958.59,,0
CUST_1381CAB2,1655293.48,496023.05,,0
CUST_04750B8E,1044391.12,259685.45,,0
CUST_D45CCD7F,613308.48,119323.81,,0
CUST_83E21D1E,963582.05,400554.69,,0
CUST_427F77BF,466379.66,78339.09,,0
CUST_E35471D1,839799.7,279418.46,,0
CUST_A6394D75,1278362.87,241218.27,,0
CUST_102CCB94,1546331.99,562084.06,,0
CUST_E0F56686,1252103.41,295389.53,3.0,1
CUST_4962CA96,522516.49,179064.73,,0
CUST_0E61C53A,1507144.79,588595.9,5.0,1
CUST_0A75AAD9,630203.08,209928.59,,0
CUST_006B89E2,347588.41,123739.07,,0
CUST_68183124,749277.49,188138.34,,0
CUST_41E9AF3D,766889.38,214832.15,,0
CUST_64DE4ED7,781066.11,162864.84,,0
CUST_9D4064FC,1056171.59,410755.88,,0
CUST_D3F01FEA,1253948.08,491310.63,5.0,1
CUST_8BC0C0BD,491131.52,195581.99,,0
CUST_DE19696E,1141766.89,333162.29,8.0,1
CUST_96A959AA,371425.28,111124.44,,0
CUST_F5DFDB57,1123576.25,434940.62,,0
CUST_D8822019,558364.92,114361.17,,0
CUST_B2756127,1478545.78,280844.75,,0
CUST_A3EA3CAC,1043529.06,393486.48,,0
CUST_EB948A09,1470642.05,274607.43,3.0,1
CUST_48B2C04F,1198201.01,470410.8,,0
CUST_4B14D869,673188.8,245836.33,4.0,1
CUST_48719770,1070452.53,431454.14,,0
CUST_1205A355,1604606.44,573471.89,,0
CUST_FBEA5221,634441.22,245430.44,,0
CUST_89033120,1250868.91,227478.52,8.0,1
CUST_9A88322E,390524.66,132845.64,,0
CUST_3E39B3BD,650000.32,132991.93,,0
CUST_E4E3F502,1627663.99,664468.25,,0
CUST_16A33066,1257779.31,376785.03,,0
CUST_624D5611,1201428.53,497753.92,,0
CUST_5E476309,914165.24,320542.38,,0
CUST_CF918B15,1324655.68,550940.33,,0
CUST_D8612C11,1006951.66,396703.26,4.0,1
CUST_B36463C2,418171.81,142332.73,,0
CUST_08896BE1,1123599.5,368810.5,,0
CUST_6FB3BAAE,1418361.51,292342.64,,0
CUST_49CA5991,1573170.48,592611.58,,0
CUST_B9698172,1435595.68,453780.24,,0
CUST_4AEF1471,454093.95,171138.5,,0
CUST_286EBB75,450789.08,94195.9,,0
CUST_30338541,1307187.1,354628.57,,0
CUST_CDF91ED2,868437.61,151153.05,6.0,1
CUST_4263D9E0,1218397.99,365010.38,5.0,1
CUST_BEE112B5,1666702.62,627443.6,,0
CUST_2A735ADD,1270964.13,483390.54,,0
CUST_90BBB3AC,1793076.68,590621.09,,0
CUST_5E7A29EF,301139.51,89876.39,,0
CUST_12520EFD,1254635.2,379400.24,6.0,1
CUST_23F0A32C,1580592.0,488890.72,,0
CUST_0964882A,1235664.3,272656.92,,0
CUST_9A137149,534903.95,127591.91,,0
CUST_56A1CC60,748926.94,159453.07,,0
CUST_C8EF4FA6,1295566.38,384399.99,,0
CUST_9CAD589A,1302454.99,371418.27,8.0,1
CUST_05FC7E2D,1387450.95,245445.33,,0
CUST_DF098A8D,1524401.61,432241.79,,0
CUST_D5DC658D,1265176.12,245426.56,5.0,1
CUST_2CB6A02B,1727369.2,341166.46,9.0,1
CUST_B2311C0F,717504.73,237381.29,,0
CUST_0514A7E2,934131.46,325260.37,,0
CUST_0B72E185,697052.54,141961.71,,0
CUST_D932EB95,1360682.69,478433.68,,0
CUST_D1D08B16,1659149.19,651938.97,,0
CUST_F53D5F8C,907426.91,186417.39,,0
CUST_421BFBE5,1425259.51,437022.22,,0
CUST_B9721653,761097.0,207369.12,7.0,1
CUST_70342DC0,486359.82,128941.2,6.0,1
CUST_1B6DD824,879916.67,207129.88,,0
CUST_7481FC2E,263008.13,53870.18,,0
CUST_3A9885BF,448811.52,82318.98,,0
CUST_A232E026,1154023.49,305554.39,7.0,1
CUST_B028F596,1581975.4,372437.53,,0
CUST_DD82AA34,1403939.81,545740.82,,0
CUST_A407726A,1547819.58,579551.68,,0
CUST_9E053F37,1596385.74,465785.45,3.0,1
CUST_B79F2B01,813318.85,276058.77,,0
CUST_1B0AAB0F,538811.48,203466.79,,0
CUST_DD064B07,1623673.08,557911.62,,0
CUST_4EADAB53,1226278.62,237253.95,,0
CUST_587BBB9D,1184498.68,368436.74,4.0,1
CUST_974D0699,865871.83,235776.21,,0
CUST_9513F8B8,1491122.7,404139.81,7.0,1
CUST_7100DB46,1209433.2,354158.21,4.0,1
CUST_C8CF698E,1425220.74,491629.53,,0
CUST_3411A404,711010.47,191692.23,,0
CUST_70728F75,1302715.9,219604.76,,0
CUST_3868368E,1159606.75,211370.85,4.0,1
CUST_7CE6BEFA,735094.46,137125.98,,0
CUST_C8B49DBC,765380.75,148838.69,8.0,1
CUST_AE84B490,773750.13,303663.74,,0
CUST_DFEAF76C,266758.22,78839.28,,0
CUST_AFD4799C,659174.66,266408.33,,0
CUST_D7870399,812152.53,280117.15,,0
CUST_A5768B54,1741681.57,668019.18,,0
CUST_EE16CDFC,1007531.89,354547.77,,0
CUST_8C639493,1420599.86,585585.03,,0
CUST_7CC62D20,619005.8,118365.91,,0
CUST_8285C625,1316052.67,449577.94,,0
CUST_1457B7C5,731722.06,214547.08,8.0,1
CUST_8BB2A525,1117815.13,361586.06,,0
CUST_FC973473,757354.79,226238.63,,0
CUST_5C660A67,1536700.6,592785.96,,0
CUST_501A1589,763884.35,250254.58,,0
CUST_443A6F5D,1569462.24,317423.25,4.0,1
CUST_7B360C8B,523235.55,166760.75,,0
CUST_67D8066E,1498521.72,267827.79,,0
CUST_2D2D04D6,1092355.95,399063.37,,0
CUST_5319BFD7,790532.71,179269.75,,0
CUST_23219562,1078718.62,268988.94,,0
CUST_3CF448C6,773253.35,278086.48,,0
CUST_6736860F,1136815.88,274988.74,,0
CUST_EC9F6EC2,708393.2,135091.44,10.0,1
CUST_FDDABE8B,1402754.14,453804.56,,0
CUST_7657C43E,1118338.02,268392.23,,0
CUST_3DC09E09,327893.26,82075.22,7.0,1
CUST_79CA191C,268418.05,65298.34,,0
CUST_CE77D84D,382384.52,126074.39,,0
CUST_CF1EB628,454153.45,98771.41,,0
CUST_83B78E99,1007231.53,195910.62,,0
CUST_B25B16C6,616525.69,256081.45,,0
CUST_73725F6F,1256421.21,244048.55,,0
CUST_3CCD0034,1372276.72,555098.5,8.0,1
CUST_E3FA27DC,933898.27,237039.45,,0
CUST_28BA45B6,517319.09,210835.19,,0
CUST_5C3A9B13,436766.63,77995.07,,0
CUST_5B47DCF7,1338389.46,472297.97,,0
CUST_E424E66E,1305739.06,464569.08,,0
CUST_C8B37CB2,613064.3,177021.07,,0
CUST_6C403991,1017373.81,169741.29,,0
CUST_936D085C,743106.11,272995.83,,0
CUST_7AAE486A,1422103.61,425587.41,,0
CUST_0826AD41,1210210.22,283397.58,,0
CUST_F6C36C2B,1749738.81,628364.94,6.0,1
CUST_0350CD69,1277922.64,323967.53,,0
CUST_926C9135,539338.97,168163.05,,0
CUST_CA37BBB8,631207.98,218769.18,,0
CUST_891345FC,1151404.18,426252.68,,0
CUST_AE10D4BA,1752307.9,339752.11,,0
CUST_9DF45CEA,1128150.0,283616.1,,0
CUST_E2E1B352,240330.62,85025.15,,0
CUST_FFE19C03,1740349.12,431313.66,,0
CUST_BC026647,1391459.96,323688.46,,0
CUST_9B04C47A,924917.56,244330.28,,0
CUST_4857B126,1357153.32,551174.11,,0
CUST_E5A583BD,1597005.97,568380.43,,0
CUST_0113E08E,1579123.01,503354.77,,0
CUST_CB6FCB19,1768160.61,560532.65,,0
CUST_EE5BE3ED,603787.37,211782.03,,0
CUST_6E155448,1133511.34,229695.99,,0
CUST_BBA33AA0,1036229.4,307454.66,,0
CUST_98BC8904,673273.98,175599.8,,0
CUST_5F68BC49,1073836.27,241667.7,,0
CUST_555FC273,409120.72,152713.8,,0
CUST_078E08F3,1465787.37,316623.25,10.0,1
CUST_319A711A,1536739.45,274731.07,,0
CUST_7E236C52,859547.87,337824.6,,0
CUST_BB91690F,999747.94,244225.79,,0
CUST_4C0CFBC4,1703952.78,326886.31,3.0,1
CUST_02121270,508581.1,120787.59,,0
CUST_7E0FBE31,645860.82,113375.49,,0
CUST_DC873FEA,1086975.15,226477.09,,0
CUST_A91B6762,913881.4,162984.85,,0
CUST_0D3E2A97,639239.1,175144.92,,0
CUST_52EB5491,836524.04,342652.04,,0
CUST_59F64EA8,835831.15,145395.73,,0
CUST_CB40D38A,1044006.71,288957.15,6.0,1
CUST_EDD6978D,849316.5,240715.87,,0
CUST_8F6CDE50,998233.43,289165.81,,0
CUST_26E22216,1197413.13,436333.69,,0
CUST_CC4C7D3F,265564.92,54574.41,,0
CUST_7F259EEB,1068013.15,260598.87,,0
CUST_9F497CB7,543564.91,130878.5,,0
CUST_44B5E866,898232.68,223288.64,,0
CUST_837DEC6E,943123.6,185456.64,,0
CUST_7C35C5D9,1799239.65,499147.92,,0
CUST_6A45F8FB,1245429.79,334697.77,,0
CUST_22833A37,823797.44,301096.03,,0
CUST_894446BC,280540.13,61086.35,7.0,1
CUST_43D98146,542079.03,223406.42,,0
CUST_287C7DA2,895049.24,332732.83,9.0,1
CUST_5A60CA48,711075.33,267872.46,,0
CUST_58BD6BA6,483221.58,114986.44,,0
CUST_02839B73,884648.25,350794.23,,0
CUST_CF8960DE,1453175.64,448345.29,,0
CUST_9AC9DDAC,1503195.0,469669.48,,0
CUST_B025F2C5,1683028.16,673281.79,,0
CUST_8F26F905,918703.87,231176.71,,0
CUST_DFF479FF,1758269.57,450064.81,10.0,1
CUST_FA1BB4EB,245130.34,41561.57,10.0,1
CUST_775CC555,1421542.28,557046.26,,0
CUST_252444ED,975901.6,267783.75,,0
CUST_D9727A1B,289508.42,80448.28,,0
CUST_E39A69CA,1187813.66,492128.08,10.0,1
CUST_BFA77AEA,1426621.81,461512.81,,0
CUST_B4F903BF,1375558.53,482993.38,,0
CUST_90445A1A,1480584.24,551998.25,,0
CUST_612D1A07,698151.75,195882.4,,0
CUST_DCCD9484,1286788.69,484548.74,,0
CUST_0B4C40A9,1380787.11,394709.0,10.0,1
CUST_3422A4DB,1038555.97,374936.02,,0
CUST_F632049B,1222286.66,398643.07,,0
CUST_879A851F,1043947.72,432015.37,7.0,1
CUST_8DDF1DF9,378933.67,67868.45,,0
CUST_817F7B18,1308779.37,392797.61,,0
CUST_1CC83DD2,785965.36,318414.37,,0
CUST_F1F06CEA,474801.37,140141.99,,0
CUST_78238D70,1684319.61,500859.51,,0
CUST_6204E427,1198241.22,407804.58,,0
CUST_E349D65F,1302967.72,279135.4,,0
CUST_2C5CDBBD,1750878.71,480891.36,,0
CUST_67993429,525609.4,207031.49,,0
CUST_776E691E,1586256.74,657434.97,5.0,1
CUST_5B5B70F8,1642800.88,386161.0,,0
CUST_3420A5E1,583963.81,162146.44,,0
CUST_1C1EC5ED,1437326.27,592438.33,,0
CUST_1DD337E6,1663153.85,343754.57,,0
CUST_929CC8BD,902535.41,253028.16,,0
CUST_C74F8FC0,1536719.61,425396.6,,0
CUST_1CA5CA36,1467837.54,424810.04,,0
CUST_9BB7963F,932106.22,283419.51,,0
CUST_6B38699D,651699.58,132486.18,,0
CUST_E9DD00F3,997568.93,303895.5,7.0,1
CUST_C2DA65E4,1029260.59,376518.74,,0
CUST_16E30739,1038126.96,313097.93,,0
CUST_AD4A71D8,1397343.48,440588.81,,0
CUST_DDD889DC,658959.76,261325.35,,0
CUST_70DFEE7B,1764110.27,451714.95,8.0,1
CUST_38F37EE2,1459972.66,470025.78,7.0,1
CUST_7E868EEA,1067902.56,412771.63,,0
CUST_7F7F4DF6,1087633.53,449914.8,9.0,1
CUST_98241C5A,1663566.86,511029.01,,0
CUST_AE151799,1594024.55,338989.35,,0
CUST_0251C951,614758.47,121817.32,7.0,1
CUST_0D6A3B82,1646988.73,378079.59,10.0,1
CUST_668EE430,341397.42,85375.24,,0
CUST_2429033A,1225542.66,212487.56,,0
CUST_BFB82B97,511574.66,146168.05,,0
CUST_3FF5C22F,647317.58,139881.05,,0
CUST_BED8564C,655416.66,169847.26,,0
CUST_61265CA4,901160.92,207632.65,,0
CUST_ADA4BEC1,1287627.13,326253.15,,0
CUST_7B53CCCC,347577.91,89504.0,,0
CUST_BD0B3475,481749.0,159961.18,,0
CUST_4ED9638D,971322.19,364136.64,7.0,1
CUST_C9697EA6,485761.11,139784.08,,0
CUST_C2CD4E86,1737305.88,380778.05,,0
CUST_D2E210A0,774358.93,170786.36,5.0,1
CUST_34011C06,1181046.22,470204.89,7.0,1
CUST_09BF653D,1461348.17,597673.88,,0
CUST_1A249DD8,973801.81,292493.01,10.0,1
CUST_B6A6F28A,323523.59,78675.74,,0
CUST_EB51D6FC,263351.67,106924.46,,0
CUST_94E21569,1464807.38,343971.18,,0
CUST_87DDCF45,1341367.38,399226.45,,0
CUST_DBA4B9D4,1326983.7,387573.76,,0
CUST_F86DAF0F,550513.21,184559.98,,0
CUST_9BFBC952,359424.63,123390.34,8.0,1
CUST_2CE936F0,536206.51,130514.51,,0
CUST_B116C696,1394365.67,404102.46,10.0,1
CUST_18C863D4,1488768.79,381025.52,,0
CUST_1F9F69AB,1712717.0,522230.58,10.0,1
CUST_E525540A,957976.82,208742.47,,0
CUST_8E59E5D2,1212419.52,368422.76,,0
CUST_D95F6604,1273000.09,511949.67,,0
CUST_055B504C,1566600.85,452620.99,6.0,1
CUST_BB183674,962789.92,324423.39,6.0,1
CUST_1B455279,1460029.53,473802.76,6.0,1
CUST_1F9CA8AE,1694585.62,567406.71,,0
CUST_D58C99EA,1233889.02,262991.27,,0
CUST_7D024226,1112152.21,249652.34,,0
CUST_0E36A1A2,962760.02,380267.59,,0
CUST_2D3ECB6B,419518.02,164060.24,,0
CUST_7A0CABAE,1640793.34,683593.35,10.0,1
CUST_EC667412,1288073.02,440502.63,,0
CUST_3622059A,1771147.14,701444.1,,0
CUST_A3C9A39A,1412656.2,570141.31,4.0,1
CUST_1FACF898,640780.01,116120.65,,0
CUST_89BDBE73,687686.05,256237.37,4.0,1
CUST_B05C5B31,1751077.53,610089.76,,0
CUST_0F910798,1514165.14,364380.32,,0
CUST_F0460CB3,1203433.64,473268.4,,0
CUST_02797DCC,1457180.31,494462.31,,0
CUST_37AE6769,1690446.07,545917.09,,0
CUST_24740475,650556.76,185976.09,,0
CUST_EFE0CACC,668017.3,242178.11,,0
CUST_75538AE4,412186.54,167966.48,,0
CUST_07768E41,365210.87,80326.07,4.0,1
CUST_F5E0FFB7,265430.75,64603.56,,0
CUST_572A30F1,274405.73,79682.48,,0
CUST_58EAC0FD,1567536.08,292968.06,,0
CUST_E54D3FFF,458160.73,180918.59,,0
CUST_5F64CA4C,975137.06,309330.41,,0
CUST_3C7345E4,1654912.01,346023.09,,0
CUST_3249D49D,1393622.77,272343.98,,0
CUST_59E84E71,1111911.47,395833.94,9.0,1
CUST_24F60024,1181295.67,365818.09,,0
CUST_8F551229,436401.32,79363.74,,0
CUST_AD897B7E,1775343.7,599086.78,5.0,1
CUST_BAAD471E,1078871.75,447103.03,,0
CUST_9595BA2F,1271649.42,465751.25,,0
CUST_96F0636A,870935.32,240464.84,5.0,1
CUST_EC538E22,855194.12,274011.92,,0
CUST_65884D9C,277513.99,79631.14,,0
CUST_02AD6925,1473531.21,353029.47,,0
CUST_C38D6F9D,1530731.14,507071.11,,0
CUST_4284BE19,900900.71,322622.23,,0
CUST_610E5E2E,1178869.15,332776.14,,0
CUST_87214D72,603656.86,220509.71,,0
CUST_4C6D14CB,1765362.24,733336.79,8.0,1
CUST_C30D40B1,395510.96,161438.88,,0
CUST_37B49944,696656.95,277540.16,10.0,1
CUST_26E27D32,1559501.81,375986.88,,0
CUST_192311AC,939922.53,256569.49,,0
CUST_EB4F9660,824247.68,255296.52,,0
CUST_4C22D98F,1087540.6,296330.04,,0
CUST_6C848234,1345254.22,289675.46,,0
CUST_9381598B,1739487.34,578455.64,,0
CUST_84943551,1512792.54,505820.05,,0
CUST_5B51EC35,1402371.78,450024.6,,0
CUST_ED82E002,723771.11,229013.57,,0
CUST_30531A19,1387689.14,242597.3,4.0,1
CUST_96334997,839568.46,253691.0,,0
CUST_A6013C68,1779250.53,647605.24,,0
CUST_D334EE45,1260764.42,247815.7,,0
CUST_85DDAF4D,243209.51,68134.38,6.0,1
CUST_103E28E7,562267.16,116572.26,,0
CUST_6A40689E,1169434.68,225045.45,,0
CUST_4A3CF468,1302969.71,356536.7,8.0,1
CUST_D15EAEDA,1354894.94,438383.14,,0
CUST_4C810FE8,768477.35,278207.65,,0
CUST_E51867E5,1492508.61,340245.5,6.0,1
CUST_A4D27A2B,1717026.82,349183.55,,0
CUST_7653E25F,981224.15,273291.73,,0
CUST_5009468F,868853.07,306078.54,9.0,1
CUST_788C4692,741662.52,130237.33,,0
CUST_074FC8F3,1028786.47,393226.84,6.0,1
CUST_3FAE1E07,1343910.33,321477.31,,0
CUST_BFD22FFC,1124941.02,295175.57,9.0,1
CUST_9BC3872A,1572184.9,628948.96,,0
CUST_EEF5189C,306655.41,79086.37,,0
CUST_9C8DDDBE,1155132.12,449647.59,,0
CUST_D3829A9D,1002748.67,413847.11,,0
CUST_0F7EBD3A,289514.21,116772.98,,0
CUST_837AF184,856565.76,293206.98,9.0,1
CUST_C6EF67FF,794885.95,273659.04,,0
CUST_994585D4,619326.95,149777.72,,0
CUST_77B7F7F1,969913.8,250911.46,,0
CUST_59D61D0F,1031466.04,287093.99,,0
CUST_2E582951,1374814.05,365252.96,,0
CUST_AE55590A,488984.9,158554.09,6.0,1
CUST_AB688669,1331472.3,304514.59,,0
CUST_7DC16F40,1431300.75,424075.73,,0
CUST_105EDFFF,1506451.99,402826.05,,0
CUST_B0820DF9,669132.49,208895.37,,0
CUST_8E08AE6A,1496519.98,572509.31,,0
CUST_D66E8B45,1791256.23,571653.52,,0
CUST_511C29B7,936042.94,169964.3,,0
CUST_58EB6879,1052646.06,242237.52,,0
CUST_4F432862,1682761.21,407962.81,,0
CUST_450A6394,896247.02,249010.55,,0
CUST_ABDBD3C9,882457.28,328188.21,,0
CUST_18D7053C,250549.93,58983.06,3.0,1
CUST_77305783,1762976.45,316044.88,,0
CUST_17AD0182,1148403.73,418318.7,,0
CUST_21AE04B3,1673643.1,394548.95,,0
CUST_A58A3671,304512.19,81879.46,9.0,1
CUST_BCC4E5FC,744567.37,173942.59,,0
CUST_FC0960F3,1428645.32,395916.01,,0
CUST_6A341D7C,1602615.01,604046.85,,0
CUST_9E35D1AF,1247875.45,301228.72,,0
CUST_F4623E75,1601917.06,486764.55,4.0,1
CUST_1C95C09F,1106132.65,323297.66,,0
CUST_77EBE8C6,962558.33,222371.22,10.0,1
CUST_B9704A1E,1086182.23,402155.62,,0
CUST_90F45448,1173131.19,300222.41,,0
CUST_2DE8B30D,551277.5,152569.95,,0
CUST_A8022A05,240981.59,61159.56,,0
CUST_76ACEF0E,1735419.42,531449.56,,0
CUST_6CC943A7,556830.85,146670.89,,0
CUST_FE714A6B,1717951.19,544185.63,,0
CUST_4BEBD01A,1625901.7,407084.16,,0
CUST_FAC2A1E7,1132250.03,467343.61,,0
CUST_20B15F9E,315815.11,53554.89,,0
CUST_F18847A9,601644.78,208599.07,7.0,1
CUST_ADC1E105,370701.67,81973.82,,0
CUST_574957B4,1459545.11,381554.52,6.0,1
CUST_82716C1C,1307189.18,281251.51,9.0,1
CUST_B0A8EC29,615535.0,167319.95,,0
CUST_6D04E95F,638516.25,155451.12,6.0,1
CUST_D37BA9CB,1169762.91,483862.82,,0
CUST_14A02DF4,1521085.07,277703.87,,0
CUST_96008714,1484346.37,294096.98,3.0,1
CUST_9083152E,1214007.72,322398.72,,0
CUST_900BDB8F,765187.52,301709.44,,0
CUST_A624C1FE,896779.41,324586.18,,0
CUST_08A5D2F8,464322.13,185853.84,,0
CUST_4E1A28BE,959314.93,399275.5,,0
CUST_879B7CCB,1621335.35,334945.61,,0
CUST_3066C22C,582464.12,210046.66,,0
CUST_7F9391CA,736179.6,203909.61,,0
CUST_914C6AD6,790556.54,289001.14,5.0,1
CUST_DE2650E1,782646.57,143249.5,,0
CUST_64D73DBB,1356696.04,257466.04,8.0,1
CUST_B299419B,1615592.19,661533.07,8.0,1
CUST_B806AFAA,1303878.57,256050.43,,0
CUST_16661A75,603987.67,199480.76,,0
CUST_348C2027,1151065.55,297208.22,,0
CUST_E8639ED2,1287281.13,398515.39,8.0,1
CUST_02B56218,999831.32,274843.94,,0
CUST_2CDE3692,578162.49,129876.56,4.0,1
CUST_8920F1F5,460787.95,103414.48,,0
CUST_E730AF27,1186449.48,486914.07,,0
CUST_1645B97B,1721140.96,336982.22,,0
CUST_6765F32C,1752396.56,710268.94,4.0,1
CUST_9FEF17F2,1294646.97,507298.92,,0
CUST_1700CDB2,801720.84,317373.21,,0
CUST_998F7DA0,582119.75,112523.98,10.0,1
